SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,REGION_RATING_CLIENT_W_CITY,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21
403326,0,Cash loans,F,N,Y,1,81000,314100,19111.5,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00702,-12887,-1820,-4498,-4462,1,1,1,1,0,0,Laborers,2,0,0,0,0,1,1,Self-employed,0.5022171026134231,0.2453495532540649,0.4365064990977374,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225265,0,Cash loans,F,Y,Y,0,180000,573408,20596.5,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.035792000000000004,-18147,-1752,-366,-1673,1,1,1,1,1,0,Laborers,2,0,0,0,0,0,0,Postal,0.6365023610474825,0.7000486261643962,0.5567274263630174,1,3,0,-1560,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
337513,0,Cash loans,M,N,Y,2,157500,325908,19822.5,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.00963,-14513,-2218,-1203,-4684,1,1,0,1,0,0,Security staff,2,0,1,1,0,1,1,Security,0.5022171026134231,0.1497444826683251,0.4866531565147181,0,2,0,-194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433389,0,Revolving loans,F,N,Y,0,90000,180000,9000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.028663,-7933,-558,-2609,-595,1,1,0,1,0,0,Cooking staff,2,0,0,0,0,0,0,Self-employed,0.5022171026134231,0.09125501345368743,0.5352762504724826,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196986,0,Cash loans,F,N,Y,0,90000,284400,17527.5,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,0.006305,-14975,-1167,-9115,-2783,1,1,0,1,0,0,Medicine staff,3,0,0,0,0,0,0,Medicine,0.5022171026134231,0.26607969974891643,0.19747451156854226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155160,1,Revolving loans,M,N,Y,0,112500,270000,13500,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.028663,-18613,-636,-1925,-1942,1,1,0,1,0,0,Laborers,2,0,0,0,0,0,0,Business Entity Type 3,0.5022171026134231,0.530551058512094,0.6832688314232291,0,0,0,-153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108472,1,Cash loans,F,N,N,1,72000,269550,14242.5,Unaccompanied,State servant,Secondary / secondary special,Married,Municipal apartment,0.018029,-15145,-7414,-3509,-4752,1,1,1,1,1,0,Medicine staff,3,0,0,0,0,0,0,Medicine,0.5022171026134231,0.4190718231064069,0.10684194768082178,0,7,0,-1634,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231635,0,Cash loans,F,Y,N,0,180000,1125000,44748,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.014519999999999996,-20495,365243,-5653,-3907,1,0,0,1,1,0,Laborers,2,0,0,0,0,0,0,XNA,0.6919988364507738,0.4415288399246583,0.4848514754962666,0,0,0,-1087,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299231,0,Cash loans,F,N,Y,0,112500,263686.5,25816.5,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.00702,-20022,-10636,-10722,-3410,1,1,1,1,0,0,Laborers,2,0,0,0,0,1,1,Government,0.6217134194299133,0.6763513986795602,0.5478104658520093,0,1,0,-1115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178441,0,Cash loans,F,N,Y,0,67500,229230,12928.5,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.00963,-22441,365243,-1837,-4278,1,0,0,1,0,0,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.63434336816892,0.5971924268337128,1,1,1,-1717,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259969,0,Cash loans,F,Y,Y,1,135000,485640,41544,Unaccompanied,Commercial associate,Incomplete higher,Separated,House / apartment,0.011657,-10567,-2268,-5323,-3172,1,1,0,1,0,0,Laborers,1,1,1,0,1,0,0,Business Entity Type 3,0.5022171026134231,0.6477021813775548,0.722392890081304,0,5,0,-1140,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
217197,0,Revolving loans,F,N,Y,0,112500,202500,10125,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.010643,-20462,365243,-1106,-1870,1,0,0,1,0,0,Laborers,2,0,0,0,0,0,0,XNA,0.8562968982196187,0.6502427853153016,0.5352762504724826,0,0,0,-466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156020,0,Cash loans,F,Y,Y,2,76500,755190,32125.5,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.00496,-14414,365243,-8429,-4790,1,0,0,1,1,0,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.7868329030558594,0.4048783643353997,0,0,0,-1019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412342,0,Cash loans,M,Y,N,2,135000,808650,21460.5,Other_B,Working,Secondary / secondary special,Married,House / apartment,0.019101,-9626,-1538,-116,-2302,1,1,0,1,0,0,Laborers,2,0,0,0,0,0,0,Business Entity Type 3,0.5022171026134231,0.33482598272621233,0.5797274227921155,1,6,0,-772,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
115018,0,Cash loans,M,N,Y,1,157500,1125000,33025.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-15051,-1160,-2431,-4320,1,1,0,1,0,0,Laborers,2,0,0,0,0,0,0,Construction,0.3111252030985165,0.6137642420401358,0.6496203111237195,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211061,0,Cash loans,F,N,Y,0,90000,296280,19930.5,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.00823,-12422,-1084,-6142,-3014,1,1,1,1,1,0,Sales staff,2,0,0,0,0,0,0,Trade: type 3,0.3213253588278913,0.2799575821674368,0.6397075677637197,0,2,0,-276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381400,0,Cash loans,F,N,Y,0,126000,509922,27040.5,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.009549,-22642,365243,-4770,-4723,1,0,0,1,0,0,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.7271305533528307,0.7862666146611379,0,0,0,-2336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414655,0,Cash loans,F,Y,Y,0,126000,380533.5,19557,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.031329,-15991,-290,-9074,-4091,1,1,0,1,0,1,Core staff,2,0,0,0,0,0,0,Medicine,0.565672256583025,0.4656746543165393,0.6512602186973006,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397572,0,Cash loans,M,N,Y,1,90000,62554.5,6696,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.006207,-12623,-657,-3387,-4462,1,1,1,1,0,0,Laborers,2,0,0,0,0,0,0,Industry: type 7,0.2602569731396014,0.3690498976041606,0.25396280933631177,0,0,0,-795,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223477,0,Cash loans,M,Y,Y,2,135000,900000,26446.5,Family,Working,Secondary / secondary special,Married,House / apartment,0.018209,-14481,-6550,-2947,-4067,1,1,1,1,1,0,Drivers,3,0,0,0,0,0,0,Housing,0.5022171026134231,0.567416597698223,0.5744466170995097,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197440,0,Cash loans,M,N,N,0,157500,94675.5,7209,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.009175,-21079,365243,-12202,-4583,1,0,0,1,0,0,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.6919427161710079,0.5352762504724826,0,1,0,-1047,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428534,0,Cash loans,F,N,Y,0,99000,381528,14512.5,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.031329,-19244,-689,-1228,-2585,1,1,0,1,0,0,Cleaning staff,2,0,0,0,0,0,0,Restaurant,0.8616503445474065,0.6666563059146251,0.3139166772114369,0,0,0,-707,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154372,0,Cash loans,F,N,Y,2,76500,467667,37080,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.009175,-11325,-4771,-4354,-1986,1,1,1,1,0,0,Laborers,2,0,0,0,1,0,1,Business Entity Type 3,0.5022171026134231,0.7210010063337017,0.7136313997323308,0,1,0,-877,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127367,0,Cash loans,M,Y,Y,0,112500,450000,22018.5,Family,Working,Secondary / secondary special,Widow,House / apartment,0.02461,-17815,-2866,-7449,-1358,1,1,1,1,0,0,Laborers,2,0,0,0,0,0,0,Self-employed,0.4420256181066759,0.6805446682632367,0.7366226976503176,0,0,0,-1356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105386,0,Cash loans,M,Y,Y,0,225000,149256,17842.5,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.007273999999999998,-10244,-222,-631,-1276,1,1,0,1,1,1,Laborers,2,0,0,0,0,0,0,Business Entity Type 2,0.3817281744021397,0.3086947910315101,0.5352762504724826,0,0,0,-558,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173202,0,Cash loans,F,N,Y,0,63000,272520,17545.5,Unaccompanied,Pensioner,Lower secondary,Civil marriage,House / apartment,0.018029,-20535,365243,-2597,-3760,1,0,0,1,1,0,Laborers,3,0,0,0,0,0,0,XNA,0.676692778221083,0.5660527435997859,0.5352762504724826,0,0,0,-647,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166384,0,Cash loans,M,N,Y,0,76500,273024,17905.5,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.008865999999999999,-10273,-206,-10003,-2663,1,1,0,1,0,0,Laborers,2,0,0,0,0,0,0,Housing,0.5022171026134231,0.4896108105440909,0.6610235391308081,0,0,0,-180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156705,0,Cash loans,M,Y,N,0,135000,697500,24840,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.026392,-11453,-817,-4609,-4097,1,1,0,1,0,0,Laborers,2,0,0,0,0,1,1,Other,0.5022171026134231,0.5572289297103591,0.7503751495159068,0,4,0,-1589,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158472,0,Cash loans,F,N,N,0,112500,640080,20227.5,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.008473999999999999,-14195,-1287,-7145,-3129,1,1,0,1,0,0,Laborers,2,0,0,0,0,0,0,Business Entity Type 3,0.6286234213883952,0.5920417854292822,0.16640554618393638,0,0,0,-2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375875,0,Revolving loans,F,N,Y,1,81000,180000,9000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010276,-10962,-1394,-807,-952,1,1,0,1,0,0,Laborers,2,0,0,0,0,0,0,Construction,0.4612157654124097,0.6208826854167848,0.5352762504724826,0,0,0,-316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302910,0,Cash loans,F,N,Y,1,112500,123637.5,8923.5,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.008625,-20311,365243,-5191,-2991,1,0,0,1,0,0,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.5475834461238586,0.3774042489507649,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241169,0,Cash loans,M,N,Y,0,202500,180000,8658,Unaccompanied,Pensioner,Higher education,Separated,House / apartment,0.010147,-22971,365243,-6886,-5015,1,0,0,1,0,0,Laborers,2,1,0,0,1,0,0,XNA,0.5022171026134231,0.7477588903919915,0.4311917977993083,0,3,0,-457,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424098,0,Cash loans,F,N,Y,0,90000,269550,21294,Unaccompanied,Working,Higher education,Married,House / apartment,0.00496,-10818,-602,-970,-3471,1,1,0,1,1,0,Sales staff,2,0,0,0,0,0,0,Self-employed,0.6165315532590431,0.5437885877952655,0.5352762504724826,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129472,0,Cash loans,M,N,N,0,112500,163008,15367.5,Unaccompanied,Working,Secondary / secondary special,Widow,With parents,0.02461,-20854,-3167,-12664,-3740,1,1,0,1,1,0,Laborers,2,0,0,0,0,0,0,Business Entity Type 3,0.5022171026134231,0.5255864532111839,0.5352762504724826,0,9,0,-98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182778,0,Cash loans,F,Y,N,0,270000,1035832.5,30415.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-20081,-978,-1634,-3418,1,1,0,1,0,0,Laborers,2,0,0,0,0,0,0,Business Entity Type 1,0.7963991554124035,0.4114946863383465,0.5082869913916046,0,0,0,-2158,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213443,0,Cash loans,F,Y,Y,2,315000,402696,42417,Unaccompanied,Working,Higher education,Married,House / apartment,0.020246,-13113,-1331,-1032,-1738,1,1,0,1,0,0,Secretaries,3,0,0,0,0,0,0,Business Entity Type 3,0.8017788773544383,0.4070642808036091,0.4223696523543468,0,2,0,-2301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120038,0,Cash loans,M,N,N,0,90000,136260,10894.5,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.031329,-15108,-240,-15,-4571,1,1,1,1,1,0,Security staff,2,0,0,0,0,1,1,Security,0.5022171026134231,0.07459981068341698,0.5352762504724826,0,3,0,-15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286436,0,Cash loans,M,Y,Y,1,202500,427500,16114.5,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.030755,-23730,-2515,-7827,-1662,1,1,0,1,0,0,High skill tech staff,2,0,0,0,0,0,0,Government,0.5022171026134231,0.7287934652224439,0.6041125998015721,0,2,0,-668,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255213,0,Revolving loans,F,Y,Y,1,157500,450000,22500,Unaccompanied,Working,Higher education,Married,House / apartment,0.020246,-9882,-1339,-9302,-1226,1,1,0,1,0,0,Laborers,3,0,0,0,0,0,0,Business Entity Type 2,0.5022171026134231,0.6540476146862501,0.3893387918468769,0,0,0,-576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391033,0,Revolving loans,M,Y,Y,1,135000,180000,9000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010556,-13841,-1532,-3668,-3668,1,1,0,1,0,0,Drivers,3,0,0,0,0,0,0,Self-employed,0.5022171026134231,0.3964741424359704,0.5352762504724826,0,2,0,-324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195591,0,Cash loans,M,N,Y,0,135000,485640,34668,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.01885,-24940,365243,-2710,-4047,1,0,0,1,0,0,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.677938583120532,0.5352762504724826,0,7,0,-2023,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106187,0,Cash loans,F,N,N,0,180000,370107,16429.5,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.019101,-22498,365243,-11931,-4301,1,0,0,1,0,0,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.7374101689092759,0.5549467685334323,0,3,0,-1286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277429,0,Cash loans,F,N,N,0,135000,225000,8338.5,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.026392,-19700,365243,-13700,-3145,1,0,0,1,0,0,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.5452963222888978,0.15193454904964762,0,0,0,-2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175837,1,Cash loans,F,N,N,1,112500,101880,6939,Unaccompanied,Working,Higher education,Separated,House / apartment,0.019101,-10971,-1513,-6646,-2199,1,1,1,1,1,0,Laborers,2,0,0,0,0,1,1,Business Entity Type 3,0.330494917265479,0.02541386597941653,0.248535557339522,0,0,0,-1539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183324,1,Cash loans,F,N,Y,0,54000,123637.5,8734.5,Unaccompanied,Pensioner,Lower secondary,Widow,House / apartment,0.020713,-23080,365243,-7676,-4316,1,0,0,1,1,0,Laborers,3,0,0,0,0,0,0,XNA,0.5022171026134231,0.4866275797554968,0.5352762504724826,0,4,0,-1682,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378537,0,Cash loans,F,Y,N,2,112500,1155226.5,33907.5,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.010006,-13482,-1866,-1696,-514,1,1,1,1,1,1,Laborers,1,0,0,0,1,1,0,Business Entity Type 2,0.6880226608782949,0.6390172590892139,0.4740512892789932,0,5,0,-1754,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112952,1,Cash loans,F,N,Y,2,76500,107820,8595,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.008625,-11120,-163,-395,-3531,1,1,0,1,0,0,Sales staff,2,0,0,0,0,1,1,Self-employed,0.5086072336657286,0.5502582325854152,0.5884877883422673,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180718,0,Cash loans,F,N,Y,1,180000,450000,27193.5,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.006233,-12341,-1130,-12323,-3479,1,1,0,1,0,0,Sales staff,2,0,0,0,0,0,0,Other,0.5022171026134231,0.5694872649671822,0.20208660168203949,1,9,1,-299,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440671,1,Cash loans,M,Y,N,1,81000,384048,18810,Family,Working,Secondary / secondary special,Married,With parents,0.035792000000000004,-14476,-567,-3473,-3506,1,1,1,1,0,0,Laborers,2,0,0,0,0,1,1,Business Entity Type 3,0.5022171026134231,0.35856849883534514,0.5352762504724826,0,0,0,-1057,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367620,0,Cash loans,M,Y,Y,1,337500,790830,57676.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010643,-12355,-112,-5192,-3995,1,1,0,1,0,0,Laborers,2,1,1,1,0,1,0,Business Entity Type 3,0.5022171026134231,0.2858978721410488,0.2366108235287817,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125110,0,Revolving loans,F,N,Y,1,112500,225000,11250,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010032,-7918,-260,-6168,-593,1,1,0,1,0,0,Laborers,2,0,0,0,0,0,0,Government,0.07441063564657581,0.5402330659697788,0.14287252304131962,0,6,0,-378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146259,0,Cash loans,M,N,N,0,81000,239850,25186.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,-14396,-141,-6103,-1840,1,1,1,1,1,0,Drivers,2,0,0,0,0,1,1,Self-employed,0.5022171026134231,0.5296196042330373,0.5352762504724826,0,0,0,-562,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207953,0,Cash loans,F,N,Y,1,81000,95940,10462.5,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.005313,-14744,-1688,-606,-1364,1,1,1,1,1,0,Laborers,2,0,0,0,0,0,0,Business Entity Type 3,0.5022171026134231,0.2310906886355476,0.43473324875017305,0,0,0,-149,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273761,0,Cash loans,M,N,Y,0,130500,265500,17869.5,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.026392,-14503,-831,-665,-4328,1,1,0,1,0,0,Security staff,2,0,0,0,0,1,1,Business Entity Type 1,0.5022171026134231,0.6773797100195001,0.7121551551910698,0,2,0,-565,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170460,1,Cash loans,F,N,N,0,112500,497520,32521.5,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,0.007120000000000001,-9503,-168,-5028,-2137,1,1,0,1,0,0,Laborers,2,0,0,0,0,0,0,Business Entity Type 3,0.2312133139725792,0.4317499613478445,0.5352762504724826,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172193,0,Cash loans,F,N,N,0,112500,450000,11871,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-15956,-4379,-1843,-4482,1,1,0,1,1,0,Laborers,2,0,0,0,0,0,0,Self-employed,0.5022171026134231,0.7071172585961611,0.17044612304522816,0,9,0,-1026,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
138987,0,Cash loans,F,N,Y,0,90000,317979,17379,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.010032,-12894,-420,-6994,-4466,1,1,0,1,0,0,Laborers,2,0,0,0,0,0,0,Business Entity Type 3,0.452133629743076,0.6515893416010617,0.8193176922872417,0,1,0,-692,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449692,0,Cash loans,F,N,Y,1,252000,1391418,40815,Children,Working,Higher education,Separated,House / apartment,0.0228,-11753,-1983,-770,-4065,1,1,0,1,1,0,Core staff,2,0,0,0,0,0,0,Government,0.5051207176626185,0.6995616732869888,0.5585066276769286,0,5,0,-31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298843,0,Cash loans,M,Y,Y,0,225000,536917.5,18481.5,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.020713,-21415,365243,-12805,-4815,1,0,0,1,0,1,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.5835062692931358,0.6144143775673561,0,0,0,-1711,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217247,0,Cash loans,M,N,N,0,67500,277969.5,14247,Unaccompanied,Working,Secondary / secondary special,Single / not married,Municipal apartment,0.006670999999999999,-19225,-1289,-5073,-2548,1,1,0,1,0,0,Laborers,2,0,0,0,0,1,1,Self-employed,0.5022171026134231,0.6277501924816797,0.5352762504724826,0,0,0,-279,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103916,0,Revolving loans,F,N,Y,0,90000,270000,13500,Unaccompanied,Working,Higher education,Single / not married,Office apartment,0.022625,-9575,-1320,-4309,-2256,1,1,0,1,0,0,Accountants,2,0,0,0,0,0,0,Industry: type 7,0.5022171026134231,0.7421710333085877,0.5352762504724826,0,6,0,-459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242765,0,Cash loans,F,Y,N,0,270000,485640,38938.5,Unaccompanied,Working,Higher education,Married,House / apartment,0.010006,-10307,-1674,-4140,-1914,1,1,0,1,1,0,Core staff,1,0,0,0,0,0,0,Bank,0.513755837280802,0.6454084664196588,0.10145935699146924,1,1,1,-1299,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204046,0,Cash loans,F,N,Y,0,144000,254700,14751,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.016612000000000002,-18738,-1143,-10565,-2265,1,1,1,1,1,0,Laborers,2,0,0,0,1,1,0,Business Entity Type 1,0.5022171026134231,0.5231540149840556,0.7194907850918436,0,0,0,-1940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306949,0,Cash loans,F,Y,Y,0,143100,1024740,52452,Family,State servant,Higher education,Married,House / apartment,0.019689,-18400,-10052,-6923,-1945,1,1,0,1,0,1,IT staff,2,0,0,0,0,0,0,Industry: type 6,0.8174830189423908,0.7886974876803957,0.5513812618027899,0,2,0,-1831,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332497,0,Cash loans,M,Y,Y,0,157500,263686.5,19237.5,Unaccompanied,Working,Incomplete higher,Civil marriage,House / apartment,0.00733,-11187,-1321,-5633,-3462,1,1,0,1,0,0,Drivers,2,0,0,0,0,0,0,Business Entity Type 3,0.5022171026134231,0.258434871969519,0.5352762504724826,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405804,0,Cash loans,F,N,Y,0,112500,278712,10633.5,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.030755,-19977,-9966,-9965,-3255,1,1,0,1,0,0,Medicine staff,2,0,0,0,0,1,1,Business Entity Type 3,0.5022171026134231,0.6782011255656655,0.816092360478441,0,0,0,-369,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
